pts,wk,position,player
46,7,841,"{'id': 89110, 'name': 'Sebastian Dominko', 'birthday': '2003-05-13T00:00:00.000Z', 'countryAcr': 'SLO', 'country': {'name': 'Slovenia', 'acronym': 'SLO'}}"
46,7,842,"{'id': 31384, 'name': 'Daniel Little', 'birthday': '1997-05-16T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
46,7,843,"{'id': 37577, 'name': 'Genaro Alberto Olivieri', 'birthday': '1998-08-04T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
46,7,844,"{'id': 57721, 'name': 'Shinji Hazawa', 'birthday': '1999-04-12T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
46,33,845,"{'id': 86473, 'name': 'Josip Simundza', 'birthday': '2004-12-20T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
46,6,846,"{'id': 91689, 'name': 'Charlie Camus', 'birthday': '2006-10-16T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
46,6,847,"{'id': 34574, 'name': 'Stefan Cooper', 'birthday': '1996-06-17T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
46,7,848,"{'id': 86692, 'name': 'Matthew William Donald', 'birthday': '2004-11-08T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
45,7,849,"{'id': 20648, 'name': 'Taro Daniel', 'birthday': '1993-01-27T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
45,0,849,"{'id': 23640, 'name': 'Maximilian Marterer', 'birthday': '1995-06-15T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
45,6,851,"{'id': 82371, 'name': 'Luca Van Assche', 'birthday': '2004-05-11T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
45,6,851,"{'id': 677, 'name': 'Rafael Nadal', 'birthday': '1986-06-03T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
45,6,853,"{'id': 36519, 'name': 'Alejandro Davidovich Fokina', 'birthday': '1999-06-05T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
45,6,853,"{'id': 11226, 'name': 'David Goffin', 'birthday': '1990-12-07T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
45,6,855,"{'id': 47543, 'name': 'Duje Ajdukovic', 'birthday': '2001-02-05T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
45,6,856,"{'id': 9305, 'name': 'Daniel Evans', 'birthday': '1990-05-23T00:00:00.000Z', 'countryAcr': 'GBR', 'country': {'name': 'Great Britain', 'acronym': 'GBR'}}"
45,6,857,"{'id': 34233, 'name': 'Alexei Popyrin', 'birthday': '1999-08-05T00:00:00.000Z', 'countryAcr': 'AUS', 'country': {'name': 'Australia', 'acronym': 'AUS'}}"
45,6,858,"{'id': 45553, 'name': 'Pavel Kotov', 'birthday': '1998-11-18T00:00:00.000Z', 'countryAcr': 'RUS', 'country': {'name': 'Russia', 'acronym': 'RUS'}}"
45,9,859,"{'id': 64891, 'name': 'Alexander Shevchenko', 'birthday': '2000-11-29T00:00:00.000Z', 'countryAcr': 'KAZ', 'country': {'name': 'Kazakhstan', 'acronym': 'KAZ'}}"
45,9,860,"{'id': 23100, 'name': 'Pedro Cachin', 'birthday': '1995-04-12T00:00:00.000Z', 'countryAcr': 'ARG', 'country': {'name': 'Argentina', 'acronym': 'ARG'}}"
45,9,861,"{'id': 46474, 'name': 'Alafia Ayeni', 'birthday': '1999-08-10T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
45,9,862,"{'id': 71979, 'name': 'Gianmarco Ferrari', 'birthday': '2000-10-04T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
45,9,863,"{'id': 7806, 'name': 'Adrian Mannarino', 'birthday': '1988-06-29T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
45,9,864,"{'id': 87792, 'name': 'Dinko Dinev', 'birthday': '2004-02-13T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
45,9,865,"{'id': 68977, 'name': 'Noah Lopez', 'birthday': '2002-02-25T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
45,-44,866,"{'id': 96547, 'name': 'Jack Loge', 'birthday': '2004-11-16T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
44,9,867,"{'id': 19729, 'name': 'Jacob Kahoun', 'birthday': '1992-04-05T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
44,9,868,"{'id': 95883, 'name': 'Aryan Shah', 'birthday': '2005-11-21T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
44,-152,869,"{'id': 38973, 'name': 'Nick Hardt', 'birthday': '2000-09-20T00:00:00.000Z', 'countryAcr': 'DOM', 'country': {'name': 'Dominican Republic', 'acronym': 'DOM'}}"
44,-41,870,"{'id': 104631, 'name': 'Maxwell Benson', 'birthday': '2000-06-21T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
44,8,871,"{'id': 86687, 'name': 'Nicolas Zanellato', 'birthday': '2002-01-22T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
44,8,872,"{'id': 90015, 'name': 'Mariano Tammaro', 'birthday': '2004-02-27T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
44,8,873,"{'id': 55827, 'name': 'Zhao Zhao', 'birthday': '2000-03-01T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
44,8,874,"{'id': 62960, 'name': 'Yaojie Zeng', 'birthday': '2002-01-30T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
44,9,875,"{'id': 44775, 'name': ""Osgar O'Hoisin"", 'birthday': '1996-09-03T00:00:00.000Z', 'countryAcr': 'IRL', 'country': {'name': 'Ireland', 'acronym': 'IRL'}}"
43,46,876,"{'id': 44252, 'name': 'Karl Poling', 'birthday': '1999-08-04T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
43,11,877,"{'id': 32857, 'name': 'Vlad Andrei Dumitru', 'birthday': '1997-05-09T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
43,11,878,"{'id': 93848, 'name': 'Petr Brunclik', 'birthday': '2006-07-17T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
43,13,879,"{'id': 30468, 'name': 'Christos Antonopoulos', 'birthday': '1998-07-19T00:00:00.000Z', 'countryAcr': 'GRE', 'country': {'name': 'Greece', 'acronym': 'GRE'}}"
43,11,880,"{'id': 62489, 'name': 'Mousa Alkotop', 'birthday': '1998-06-25T00:00:00.000Z', 'countryAcr': 'JOR', 'country': {'name': 'Jordan', 'acronym': 'JOR'}}"
43,13,881,"{'id': 44182, 'name': 'Zheng Baoluo', 'birthday': '2001-04-28T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
43,13,882,"{'id': 73730, 'name': 'Taiyo Yamanaka', 'birthday': '2001-09-05T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
42,62,883,"{'id': 60305, 'name': 'Admir Kalender', 'birthday': '2001-01-12T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
42,13,884,"{'id': 81144, 'name': 'Devin Badenhorst', 'birthday': '2004-05-20T00:00:00.000Z', 'countryAcr': 'RSA', 'country': {'name': 'South Africa', 'acronym': 'RSA'}}"
42,13,885,"{'id': 95605, 'name': 'Phillip Jordan', 'birthday': '2000-11-07T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
42,13,886,"{'id': 83858, 'name': 'Peter Benjamin Privara', 'birthday': '2004-08-02T00:00:00.000Z', 'countryAcr': 'SVK', 'country': {'name': 'Slovakia', 'acronym': 'SVK'}}"
42,14,887,"{'id': 42692, 'name': 'Rishi Reddy', 'birthday': '1998-04-06T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
42,12,888,"{'id': 59499, 'name': 'Diego Fernandez Flores', 'birthday': '2000-10-07T00:00:00.000Z', 'countryAcr': 'CHI', 'country': {'name': 'Chile', 'acronym': 'CHI'}}"
42,13,889,"{'id': 83679, 'name': 'Liam Gavrielides', 'birthday': '2004-01-30T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
42,13,890,"{'id': 68981, 'name': 'Max Alcala Gurri', 'birthday': '2002-09-11T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
42,65,891,"{'id': 87924, 'name': 'Matei Cristian Onofrei', 'birthday': '2005-11-25T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
41,248,892,"{'id': 87360, 'name': 'Aidan Kim', 'birthday': '2004-11-24T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
41,12,893,"{'id': 91485, 'name': 'Bryce Nakashima', 'birthday': '2004-02-20T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
41,12,894,"{'id': 38275, 'name': 'Evan Furness', 'birthday': '1998-08-13T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
41,13,895,"{'id': 30626, 'name': 'Aziz Dougaz', 'birthday': '1997-03-26T00:00:00.000Z', 'countryAcr': 'TUN', 'country': {'name': 'Tunisia', 'acronym': 'TUN'}}"
41,13,896,"{'id': 84710, 'name': 'Giorgio Tabacco', 'birthday': '2003-08-06T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
41,10,897,"{'id': 61841, 'name': 'Seongbin Sim', 'birthday': '1997-04-10T00:00:00.000Z', 'countryAcr': 'KOR', 'country': {'name': 'Korea, Rep.', 'acronym': 'KOR'}}"
41,504,898,"{'id': 84060, 'name': 'Maks Kasnikowski', 'birthday': '2003-07-06T00:00:00.000Z', 'countryAcr': 'POL', 'country': {'name': 'Poland', 'acronym': 'POL'}}"
41,12,899,"{'id': 95954, 'name': 'Lasse Poertner', 'birthday': '2005-11-22T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
41,12,900,"{'id': 70909, 'name': 'Fausto Tabacco', 'birthday': '2002-05-13T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
