pts,position,player
45,862,"{'id': 71979, 'name': 'Gianmarco Ferrari', 'birthday': '2000-10-04T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
45,863,"{'id': 7806, 'name': 'Adrian Mannarino', 'birthday': '1988-06-29T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
45,864,"{'id': 87792, 'name': 'Dinko Dinev', 'birthday': '2004-02-13T00:00:00.000Z', 'countryAcr': 'BUL', 'country': {'name': 'Bulgaria', 'acronym': 'BUL'}}"
45,865,"{'id': 68977, 'name': 'Noah Lopez', 'birthday': '2002-02-25T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
45,866,"{'id': 96547, 'name': 'Jack Loge', 'birthday': '2004-11-16T00:00:00.000Z', 'countryAcr': 'BEL', 'country': {'name': 'Belgium', 'acronym': 'BEL'}}"
44,867,"{'id': 19729, 'name': 'Jacob Kahoun', 'birthday': '1992-04-05T00:00:00.000Z', 'countryAcr': 'SUI', 'country': {'name': 'Switzerland', 'acronym': 'SUI'}}"
44,868,"{'id': 95883, 'name': 'Aryan Shah', 'birthday': '2005-11-21T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
44,869,"{'id': 38973, 'name': 'Nick Hardt', 'birthday': '2000-09-20T00:00:00.000Z', 'countryAcr': 'DOM', 'country': {'name': 'Dominican Republic', 'acronym': 'DOM'}}"
44,870,"{'id': 104631, 'name': 'Maxwell Benson', 'birthday': '2000-06-21T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
44,871,"{'id': 86687, 'name': 'Nicolas Zanellato', 'birthday': '2002-01-22T00:00:00.000Z', 'countryAcr': 'BRA', 'country': {'name': 'Brazil', 'acronym': 'BRA'}}"
44,872,"{'id': 90015, 'name': 'Mariano Tammaro', 'birthday': '2004-02-27T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
44,873,"{'id': 55827, 'name': 'Zhao Zhao', 'birthday': '2000-03-01T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
44,874,"{'id': 62960, 'name': 'Yaojie Zeng', 'birthday': '2002-01-30T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
44,875,"{'id': 44775, 'name': ""Osgar O'Hoisin"", 'birthday': '1996-09-03T00:00:00.000Z', 'countryAcr': 'IRL', 'country': {'name': 'Ireland', 'acronym': 'IRL'}}"
43,876,"{'id': 44252, 'name': 'Karl Poling', 'birthday': '1999-08-04T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
43,877,"{'id': 32857, 'name': 'Vlad Andrei Dumitru', 'birthday': '1997-05-09T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
43,878,"{'id': 93848, 'name': 'Petr Brunclik', 'birthday': '2006-07-17T00:00:00.000Z', 'countryAcr': 'CZE', 'country': {'name': 'Czech Republic', 'acronym': 'CZE'}}"
43,879,"{'id': 30468, 'name': 'Christos Antonopoulos', 'birthday': '1998-07-19T00:00:00.000Z', 'countryAcr': 'GRE', 'country': {'name': 'Greece', 'acronym': 'GRE'}}"
43,880,"{'id': 62489, 'name': 'Mousa Alkotop', 'birthday': '1998-06-25T00:00:00.000Z', 'countryAcr': 'JOR', 'country': {'name': 'Jordan', 'acronym': 'JOR'}}"
43,881,"{'id': 44182, 'name': 'Zheng Baoluo', 'birthday': '2001-04-28T00:00:00.000Z', 'countryAcr': 'CHN', 'country': {'name': 'China', 'acronym': 'CHN'}}"
43,882,"{'id': 73730, 'name': 'Taiyo Yamanaka', 'birthday': '2001-09-05T00:00:00.000Z', 'countryAcr': 'JPN', 'country': {'name': 'Japan', 'acronym': 'JPN'}}"
42,883,"{'id': 60305, 'name': 'Admir Kalender', 'birthday': '2001-01-12T00:00:00.000Z', 'countryAcr': 'CRO', 'country': {'name': 'Croatia', 'acronym': 'CRO'}}"
42,884,"{'id': 81144, 'name': 'Devin Badenhorst', 'birthday': '2004-05-20T00:00:00.000Z', 'countryAcr': 'RSA', 'country': {'name': 'South Africa', 'acronym': 'RSA'}}"
42,885,"{'id': 95605, 'name': 'Phillip Jordan', 'birthday': '2000-11-07T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
42,886,"{'id': 83858, 'name': 'Peter Benjamin Privara', 'birthday': '2004-08-02T00:00:00.000Z', 'countryAcr': 'SVK', 'country': {'name': 'Slovakia', 'acronym': 'SVK'}}"
42,887,"{'id': 42692, 'name': 'Rishi Reddy', 'birthday': '1998-04-06T00:00:00.000Z', 'countryAcr': 'IND', 'country': {'name': 'India', 'acronym': 'IND'}}"
42,888,"{'id': 59499, 'name': 'Diego Fernandez Flores', 'birthday': '2000-10-07T00:00:00.000Z', 'countryAcr': 'CHI', 'country': {'name': 'Chile', 'acronym': 'CHI'}}"
42,889,"{'id': 83679, 'name': 'Liam Gavrielides', 'birthday': '2004-01-30T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
42,890,"{'id': 68981, 'name': 'Max Alcala Gurri', 'birthday': '2002-09-11T00:00:00.000Z', 'countryAcr': 'ESP', 'country': {'name': 'Spain', 'acronym': 'ESP'}}"
42,891,"{'id': 87924, 'name': 'Matei Cristian Onofrei', 'birthday': '2005-11-25T00:00:00.000Z', 'countryAcr': 'ROU', 'country': {'name': 'Romania', 'acronym': 'ROU'}}"
41,892,"{'id': 87360, 'name': 'Aidan Kim', 'birthday': '2004-11-24T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
41,893,"{'id': 91485, 'name': 'Bryce Nakashima', 'birthday': '2004-02-20T00:00:00.000Z', 'countryAcr': 'USA', 'country': {'name': 'United States', 'acronym': 'USA'}}"
41,894,"{'id': 38275, 'name': 'Evan Furness', 'birthday': '1998-08-13T00:00:00.000Z', 'countryAcr': 'FRA', 'country': {'name': 'France', 'acronym': 'FRA'}}"
41,895,"{'id': 30626, 'name': 'Aziz Dougaz', 'birthday': '1997-03-26T00:00:00.000Z', 'countryAcr': 'TUN', 'country': {'name': 'Tunisia', 'acronym': 'TUN'}}"
41,896,"{'id': 84710, 'name': 'Giorgio Tabacco', 'birthday': '2003-08-06T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
41,897,"{'id': 61841, 'name': 'Seongbin Sim', 'birthday': '1997-04-10T00:00:00.000Z', 'countryAcr': 'KOR', 'country': {'name': 'Korea, Rep.', 'acronym': 'KOR'}}"
41,898,"{'id': 84060, 'name': 'Maks Kasnikowski', 'birthday': '2003-07-06T00:00:00.000Z', 'countryAcr': 'POL', 'country': {'name': 'Poland', 'acronym': 'POL'}}"
41,899,"{'id': 95954, 'name': 'Lasse Poertner', 'birthday': '2005-11-22T00:00:00.000Z', 'countryAcr': 'GER', 'country': {'name': 'Germany', 'acronym': 'GER'}}"
41,900,"{'id': 70909, 'name': 'Fausto Tabacco', 'birthday': '2002-05-13T00:00:00.000Z', 'countryAcr': 'ITA', 'country': {'name': 'Italy', 'acronym': 'ITA'}}"
